fid,hex_id,tipo,zona,estado,chl_count,chl_sum,chl_mean,chl_min,chl_max
26,HEX0000026,Oceano,Marina,Baja California,6,0.596986696124077,0.0994977826873461,0.0971487015485764,0.101818144321442
27,HEX0000027,Oceano,Marina,Baja California,5,0.493358865380287,0.0986717730760574,0.0975963398814201,0.0992849096655846
28,HEX0000028,Oceano,Marina,Baja California,4,0.380599580705166,0.0951498951762915,0.0939624682068825,0.0959818959236145
29,HEX0000029,Oceano,Marina,Baja California,6,0.58968348801136,0.0982805813352267,0.0974837094545364,0.0991121903061867
30,HEX0000030,Oceano,Marina,Baja California,5,0.523937493562698,0.10478749871254,0.101344212889671,0.109205469489098
31,HEX0000031,Oceano,Marina,Baja California,4,0.431404575705528,0.107851143926382,0.106510050594807,0.108878195285797
32,HEX0000032,Oceano,Marina,Baja California,4,0.411347359418869,0.102836839854717,0.101279944181442,0.105045519769192
33,HEX0000033,Oceano,Marina,Baja California,5,0.412196457386017,0.0824392914772034,0.0817961022257805,0.0828086584806442
34,HEX0000034,Oceano,Marina,Baja California,4,0.338460385799408,0.084615096449852,0.0838868692517281,0.0856579095125198
35,HEX0000035,Oceano,Marina,Baja California,5,0.422248676419258,0.0844497352838516,0.0825701132416725,0.0864362567663193
36,HEX0000036,Oceano,Marina,Baja California,5,0.428235471248627,0.0856470942497253,0.0852226391434669,0.0865716934204102
37,HEX0000037,Oceano,Marina,Baja California,4,0.358784236013889,0.0896960590034723,0.0891945064067841,0.0904704406857491
38,HEX0000038,Oceano,Marina,Baja California,5,0.45338498800993,0.0906769976019859,0.0886406078934669,0.0924068689346313
39,HEX0000039,Oceano,Marina,Baja California,5,0.484602324664593,0.0969204649329185,0.0945561081171036,0.0998445078730583
40,HEX0000040,Oceano,Marina,Baja California,4,0.392568945884705,0.0981422364711761,0.0972598195075989,0.0993285030126572
41,HEX0000041,Oceano,Marina,Baja California,4,0.393091313540936,0.0982728283852339,0.0963423475623131,0.0994428694248199
42,HEX0000042,Oceano,Marina,Baja California,5,0.489508174359798,0.0979016348719597,0.0960569232702255,0.099052332341671
43,HEX0000043,Oceano,Marina,Baja California,4,0.39691074192524,0.0992276854813099,0.0968360900878906,0.100726664066315
44,HEX0000044,Oceano,Marina,Baja California,4,0.400273151695728,0.100068287923932,0.0973287373781204,0.1028992831707
45,HEX0000045,Oceano,Marina,Baja California,5,0.540044508874416,0.108008901774883,0.101519823074341,0.111672252416611
46,HEX0000046,Oceano,Marina,Baja California,5,0.536594741046429,0.107318948209286,0.106645882129669,0.108110420405865
47,HEX0000047,Oceano,Marina,Baja California,4,0.421464748680592,0.105366187170148,0.104889735579491,0.106035694479942
48,HEX0000048,Oceano,Marina,Baja California,4,0.327122718095779,0.0817806795239449,0.0805184319615364,0.0831367745995522
49,HEX0000049,Oceano,Marina,Baja California,4,0.33140317350626,0.082850793376565,0.0812782645225525,0.0857920795679092
50,HEX0000050,Oceano,Marina,Baja California,4,0.34224059432745,0.0855601485818624,0.084581084549427,0.0861552283167839
51,HEX0000051,Oceano,Marina,Baja California,4,0.34571934491396,0.0864298362284899,0.0854321494698524,0.0870824977755547
52,HEX0000052,Oceano,Marina,Baja California,5,0.426030665636063,0.0852061331272125,0.0835206285119057,0.0867688953876495
53,HEX0000053,Oceano,Marina,Baja California,4,0.354290157556534,0.0885725393891335,0.086625911295414,0.0901436284184456
54,HEX0000054,Oceano,Marina,Baja California,4,0.3690425157547,0.0922606289386749,0.0896328240633011,0.0944560617208481
55,HEX0000055,Oceano,Marina,Baja California,5,0.502430617809296,0.100486123561859,0.0985747799277306,0.102400623261929
56,HEX0000056,Oceano,Marina,Baja California,5,0.51517279446125,0.10303455889225,0.101908408105373,0.104902498424053
57,HEX0000057,Oceano,Marina,Baja California,4,0.406263902783394,0.101565975695848,0.100748598575592,0.102880105376244
58,HEX0000058,Oceano,Marina,Baja California,5,0.504225388169289,0.100845077633858,0.096016600728035,0.103830106556416
59,HEX0000059,Oceano,Marina,Baja California,5,0.507765337824821,0.101553067564964,0.0998869091272354,0.104429706931114
60,HEX0000060,Oceano,Marina,Baja California,4,0.431746907532215,0.107936726883054,0.104806929826736,0.110304243862629
61,HEX0000061,Oceano,Marina,Baja California,4,0.440314456820488,0.110078614205122,0.10768086463213,0.113338135182858
62,HEX0000062,Oceano,Marina,Baja California,5,0.542541310191154,0.108508262038231,0.106200367212296,0.111427888274193
63,HEX0000063,Oceano,Marina,Baja California,4,0.419079899787903,0.104769974946976,0.103548176586628,0.106042556464672
64,HEX0000064,Oceano,Marina,Baja California,6,0.637120507657528,0.106186751276255,0.104833170771599,0.107807837426662
65,HEX0000065,Oceano,Marina,Baja California,5,0.415899693965912,0.0831799387931824,0.0807518661022186,0.0855204313993454
66,HEX0000066,Oceano,Marina,Baja California,5,0.417989499866962,0.0835978999733925,0.08323073387146,0.0841103345155716
67,HEX0000067,Oceano,Marina,Baja California,4,0.336941860616207,0.0842354651540518,0.0831317454576492,0.0854530110955238
68,HEX0000068,Oceano,Marina,Baja California,5,0.427703239023685,0.0855406478047371,0.0835683792829514,0.0869138836860657
69,HEX0000069,Oceano,Marina,Baja California,5,0.439734056591988,0.0879468113183975,0.0869271084666252,0.089107371866703
70,HEX0000070,Oceano,Marina,Baja California,4,0.343318343162537,0.0858295857906342,0.0850917845964432,0.0874926894903183
71,HEX0000071,Oceano,Marina,Baja California,4,0.346479430794716,0.086619857698679,0.0856239274144173,0.0877934172749519
72,HEX0000072,Oceano,Marina,Baja California,6,0.56035503745079,0.0933925062417984,0.091805525124073,0.0953217148780823
73,HEX0000073,Oceano,Marina,Baja California,4,0.395824655890465,0.0989561639726162,0.0964649468660355,0.10080174356699
74,HEX0000074,Oceano,Marina,Baja California,4,0.414508283138275,0.103627070784569,0.0998288914561272,0.106138043105602
75,HEX0000075,Oceano,Marina,Baja California,6,0.619526721537113,0.103254453589519,0.101162508130074,0.104863792657852
76,HEX0000076,Oceano,Marina,Baja California,4,0.3996497169137,0.099912429228425,0.0988851264119148,0.101311251521111
77,HEX0000077,Oceano,Marina,Baja California,4,0.404731698334217,0.101182924583554,0.0985327735543251,0.103822380304337
78,HEX0000078,Oceano,Marina,Baja California,5,0.520230986177921,0.104046197235584,0.101973861455917,0.104932978749275
79,HEX0000079,Oceano,Marina,Baja California,4,0.456999890506268,0.114249972626567,0.111210852861404,0.116783231496811
80,HEX0000080,Oceano,Marina,Baja California,6,0.664018280804157,0.11066971346736,0.108510054647923,0.112255126237869
81,HEX0000081,Oceano,Marina,Baja California,5,0.535172864794731,0.107034572958946,0.104907810688019,0.109505914151669
82,HEX0000082,Oceano,Marina,Baja California,4,0.424361057579517,0.106090264394879,0.105093985795975,0.106790900230408
83,HEX0000083,Oceano,Marina,Baja California,4,0.426428616046906,0.106607154011726,0.104897707700729,0.108593247830868
84,HEX0000084,Oceano,Marina,Baja California,4,0.32701700925827,0.0817542523145676,0.0809716060757637,0.082502655684948
85,HEX0000085,Oceano,Marina,Baja California,5,0.42696962505579,0.085393925011158,0.0842877477407455,0.086432583630085
86,HEX0000086,Oceano,Marina,Baja California,5,0.423573404550552,0.0847146809101105,0.0840485841035843,0.0851016193628311
87,HEX0000087,Oceano,Marina,Baja California,4,0.341049358248711,0.0852623395621777,0.0845532119274139,0.0857807844877243
88,HEX0000088,Oceano,Marina,Baja California,6,0.530015200376511,0.0883358667294184,0.0867275893688202,0.090948261320591
89,HEX0000089,Oceano,Marina,Baja California,5,0.425768673419952,0.0851537346839905,0.0847175717353821,0.0861819237470627
90,HEX0000090,Oceano,Marina,Baja California,4,0.34327420592308,0.0858185514807701,0.0842446088790894,0.0876800790429115
91,HEX0000091,Oceano,Marina,Baja California,5,0.448215402662754,0.0896430805325508,0.0857521668076515,0.0916391685605049
92,HEX0000092,Oceano,Marina,Baja California,5,0.476692534983158,0.0953385069966316,0.0933201834559441,0.0979149341583252
93,HEX0000093,Oceano,Marina,Baja California,4,0.413853704929352,0.103463426232338,0.101823903620243,0.105199076235294
94,HEX0000094,Oceano,Marina,Baja California,5,0.525910973548889,0.105182194709778,0.103578388690948,0.10785000026226
95,HEX0000095,Oceano,Marina,Baja California,5,0.504453122615814,0.100890624523163,0.0991147458553314,0.102865070104599
96,HEX0000096,Oceano,Marina,Baja California,4,0.39739216864109,0.0993480421602726,0.0978051424026489,0.101860642433167
97,HEX0000097,Oceano,Marina,Baja California,6,0.618185698986053,0.103030949831009,0.101041428744793,0.105619661509991
98,HEX0000098,Oceano,Marina,Baja California,5,0.555172502994537,0.111034500598907,0.107166603207588,0.113770082592964
99,HEX0000099,Oceano,Marina,Baja California,4,0.463638097047806,0.115909524261951,0.113121517002583,0.118535324931145
100,HEX0000100,Oceano,Marina,Baja California,4,0.452744156122208,0.113186039030552,0.111738406121731,0.113979384303093
101,HEX0000101,Oceano,Marina,Baja California,4,0.431010097265244,0.107752524316311,0.104708105325699,0.110492162406445
102,HEX0000102,Oceano,Marina,Baja California,5,0.522313572466373,0.104462714493275,0.102543398737907,0.105993218719959
103,HEX0000103,Oceano,Marina,Baja California,4,0.424318045377731,0.106079511344433,0.105424821376801,0.106455557048321
104,HEX0000104,Oceano,Marina,Baja California,5,0.394745320081711,0.0789490640163422,0.0788530111312866,0.0791324079036713
105,HEX0000105,Oceano,Marina,Baja California,4,0.329912170767784,0.082478042691946,0.0808271318674088,0.0838669314980507
106,HEX0000106,Oceano,Marina,Baja California,4,0.336249887943268,0.084062471985817,0.082766592502594,0.0848509818315506
107,HEX0000107,Oceano,Marina,Baja California,4,0.342018447816372,0.085504611954093,0.08513393253088,0.0857363045215607
108,HEX0000108,Oceano,Marina,Baja California,4,0.351128101348877,0.0877820253372192,0.0862319320440292,0.0888503417372704
109,HEX0000109,Oceano,Marina,Baja California,4,0.351793497800827,0.0879483744502068,0.0872074365615845,0.0892099365592003
110,HEX0000110,Oceano,Marina,Baja California,4,0.348095268011093,0.0870238170027733,0.0856801867485046,0.0888877809047699
111,HEX0000111,Oceano,Marina,Baja California,4,0.357580095529556,0.0893950238823891,0.087763138115406,0.0915677547454834
112,HEX0000112,Oceano,Marina,Baja California,5,0.471921369433403,0.0943842738866806,0.0909128487110138,0.0974203795194626
113,HEX0000113,Oceano,Marina,Baja California,4,0.378294512629509,0.0945736281573772,0.0932044014334679,0.0964409708976746
114,HEX0000114,Oceano,Marina,Baja California,4,0.406898647546768,0.101724661886692,0.0994665250182152,0.104181692004204
115,HEX0000115,Oceano,Marina,Baja California,5,0.505923487246037,0.101184697449207,0.100027248263359,0.104054361581802
116,HEX0000116,Oceano,Marina,Baja California,4,0.397955678403378,0.0994889196008444,0.0970869436860085,0.102097325026989
117,HEX0000117,Oceano,Marina,Baja California,4,0.398530021309853,0.0996325053274632,0.0979709103703499,0.10077353566885
118,HEX0000118,Oceano,Marina,Baja California,4,0.431617118418217,0.107904279604554,0.107148684561253,0.108765624463558
119,HEX0000119,Oceano,Marina,Baja California,4,0.454710394144058,0.113677598536015,0.111345246434212,0.119259133934975
120,HEX0000120,Oceano,Marina,Baja California,5,0.552252314984798,0.11045046299696,0.107382141053677,0.111446723341942
121,HEX0000121,Oceano,Marina,Baja California,4,0.441954791545868,0.110488697886467,0.108676083385944,0.112525321543217
122,HEX0000122,Oceano,Marina,Baja California,5,0.542422257363796,0.108484451472759,0.107973024249077,0.109539523720741
123,HEX0000123,Oceano,Marina,Baja California,6,0.646951481699944,0.107825246949991,0.106181159615517,0.109196677803993
124,HEX0000124,Oceano,Marina,Baja California,4,0.418926864862442,0.104731716215611,0.103792682290077,0.106481119990349
125,HEX0000125,Oceano,Marina,Baja California,4,0.321150965988636,0.080287741497159,0.0797021463513374,0.08100376278162
126,HEX0000126,Oceano,Marina,Baja California,4,0.317894525825977,0.0794736314564943,0.0786104425787926,0.0810021385550499
127,HEX0000127,Oceano,Marina,Baja California,6,0.499792903661728,0.0832988172769547,0.082041323184967,0.0844097658991814
128,HEX0000128,Oceano,Marina,Baja California,4,0.337642468512058,0.0844106171280146,0.084054708480835,0.0847338438034058
129,HEX0000129,Oceano,Marina,Baja California,5,0.42338540405035,0.08467708081007,0.0833552107214928,0.0853805243968964
130,HEX0000130,Oceano,Marina,Baja California,5,0.451621800661087,0.0903243601322174,0.0891642570495605,0.0910381898283958
131,HEX0000131,Oceano,Marina,Baja California,4,0.345907270908356,0.0864768177270889,0.0847412198781967,0.0877889394760132
132,HEX0000132,Oceano,Marina,Baja California,5,0.446025915443897,0.0892051830887794,0.0880993232131004,0.0898395851254463
133,HEX0000133,Oceano,Marina,Baja California,4,0.361621648073196,0.0904054120182991,0.0892156437039375,0.0917520746588707
134,HEX0000134,Oceano,Marina,Baja California,4,0.367623046040535,0.0919057615101337,0.0896888971328735,0.0929491296410561
135,HEX0000135,Oceano,Marina,Baja California,5,0.495597571134567,0.0991195142269135,0.0963214114308357,0.101529367268085
136,HEX0000136,Oceano,Marina,Baja California,4,0.411125473678112,0.102781368419528,0.102079257369041,0.103493615984917
137,HEX0000137,Oceano,Marina,Baja California,4,0.394014157354832,0.0985035393387079,0.0965265035629272,0.099297046661377
138,HEX0000138,Oceano,Marina,Baja California,5,0.509385392069817,0.101877078413963,0.0986167639493942,0.105030037462711
139,HEX0000139,Oceano,Marina,Baja California,5,0.527160294353962,0.105432058870792,0.104012481868267,0.105917796492577
140,HEX0000140,Oceano,Marina,Baja California,4,0.445278659462929,0.111319664865732,0.110123999416828,0.112149402499199
141,HEX0000141,Oceano,Marina,Baja California,5,0.563942596316338,0.112788519263268,0.108867734670639,0.117641739547253
142,HEX0000142,Oceano,Marina,Baja California,6,0.671700246632099,0.11195004110535,0.109106808900833,0.113970622420311
143,HEX0000143,Oceano,Marina,Baja California,4,0.448201023042202,0.11205025576055,0.110746249556541,0.112603038549423
144,HEX0000144,Oceano,Marina,Baja California,4,0.420961044728756,0.105240261182189,0.104185469448566,0.106203004717827
145,HEX0000145,Oceano,Marina,Baja California,6,0.633022360503674,0.105503726750612,0.104061298072338,0.106331668794155
146,HEX0000146,Oceano,Marina,Baja California,4,0.449363052845001,0.11234076321125,0.110605835914612,0.113892674446106
147,HEX0000147,Oceano,Marina,Baja California,6,0.485682755708694,0.0809471259514491,0.0798695608973503,0.0824538618326187
148,HEX0000148,Oceano,Marina,Baja California,4,0.318960085511208,0.0797400213778019,0.0787464380264282,0.0805074200034142
149,HEX0000149,Oceano,Marina,Baja California,4,0.325505182147026,0.0813762955367565,0.0806787684559822,0.0823403298854828
150,HEX0000150,Oceano,Marina,Baja California,6,0.502370528876781,0.0837284214794636,0.081319272518158,0.0849860087037086
151,HEX0000151,Oceano,Marina,Baja California,4,0.34347228705883,0.0858680717647076,0.0847470909357071,0.0870089381933212
152,HEX0000152,Oceano,Marina,Baja California,4,0.347160682082176,0.0867901705205441,0.0851471647620201,0.0883479863405228
153,HEX0000153,Oceano,Marina,Baja California,6,0.527284301817417,0.0878807169695695,0.0863965079188347,0.0894663706421852
154,HEX0000154,Oceano,Marina,Baja California,4,0.360990047454834,0.0902475118637085,0.0892388895153999,0.0908508151769638
155,HEX0000155,Oceano,Marina,Baja California,5,0.456729300320148,0.0913458600640297,0.0902961641550064,0.0920826718211174
156,HEX0000156,Oceano,Marina,Baja California,6,0.542635954916477,0.0904393258194129,0.0893109664320946,0.0924554839730263
157,HEX0000157,Oceano,Marina,Baja California,4,0.367777653038502,0.0919444132596254,0.0906205326318741,0.0938400849699974
158,HEX0000158,Oceano,Marina,Baja California,5,0.495025880634785,0.0990051761269569,0.0966479480266571,0.100140549242496
159,HEX0000159,Oceano,Marina,Baja California,6,0.626652225852013,0.104442037642002,0.101286597549915,0.109294317662716
160,HEX0000160,Oceano,Marina,Baja California,4,0.410635270178318,0.10265881754458,0.101298332214355,0.104404300451279
161,HEX0000161,Oceano,Marina,Baja California,5,0.523390613496304,0.104678122699261,0.102455973625183,0.106897726655006
162,HEX0000162,Oceano,Marina,Baja California,6,0.645487584173679,0.107581264028947,0.105404660105705,0.10969777405262
163,HEX0000163,Oceano,Marina,Baja California,4,0.427788004279137,0.106947001069784,0.10388708114624,0.108598329126835
164,HEX0000164,Oceano,Marina,Baja California,4,0.43753045797348,0.10938261449337,0.107709936797619,0.111434035003185
165,HEX0000165,Oceano,Marina,Baja California,6,0.670798987150192,0.111799831191699,0.1098597869277,0.114262618124485
166,HEX0000166,Oceano,Marina,Baja California,4,0.438883051276207,0.109720762819052,0.109239384531975,0.110351584851742
167,HEX0000167,Oceano,Marina,Baja California,4,0.436551488935947,0.109137872233987,0.108384549617767,0.111026160418987
168,HEX0000168,Oceano,Marina,Baja California,6,0.656971998512745,0.109495333085457,0.105123810470104,0.11320760846138
169,HEX0000169,Oceano,Marina,Baja California,5,0.56687667965889,0.113375335931778,0.11138977855444,0.114626549184322
170,HEX0000170,Oceano,Marina,Baja California,4,0.330251112580299,0.0825627781450748,0.0815045461058617,0.0839140191674232
171,HEX0000171,Oceano,Marina,Baja California,5,0.405833162367344,0.0811666324734688,0.0795997679233551,0.0820034444332123
172,HEX0000172,Oceano,Marina,Baja California,4,0.323544017970562,0.0808860044926405,0.0795745700597763,0.08170185983181
173,HEX0000173,Oceano,Marina,Baja California,4,0.331690758466721,0.0829226896166801,0.0817483142018318,0.0854228362441063
174,HEX0000174,Oceano,Marina,Baja California,6,0.503000572323799,0.0838334287206332,0.0823095440864563,0.0850497707724571
175,HEX0000175,Oceano,Marina,Baja California,4,0.34165021777153,0.0854125544428825,0.0850450769066811,0.0859592780470848
176,HEX0000176,Oceano,Marina,Baja California,4,0.353233993053436,0.0883084982633591,0.0867574438452721,0.0895665660500526
177,HEX0000177,Oceano,Marina,Baja California,6,0.531782150268555,0.0886303583780925,0.0874107405543327,0.0892895832657814
178,HEX0000178,Oceano,Marina,Baja California,4,0.363541945815086,0.0908854864537716,0.089308463037014,0.0921547189354897
179,HEX0000179,Oceano,Marina,Baja California,4,0.366589181125164,0.091647295281291,0.0905097723007202,0.0923355892300606
180,HEX0000180,Oceano,Marina,Baja California,6,0.533989563584328,0.088998260597388,0.0882458165287971,0.0908748954534531
181,HEX0000181,Oceano,Marina,Baja California,4,0.372650526463985,0.0931626316159964,0.0912851095199585,0.0960825681686401
182,HEX0000182,Oceano,Marina,Baja California,4,0.402882844209671,0.100720711052418,0.099058710038662,0.102291733026505
183,HEX0000183,Oceano,Marina,Baja California,6,0.607137463986874,0.101189577331146,0.0994841083884239,0.103314764797688
184,HEX0000184,Oceano,Marina,Baja California,4,0.419021420180798,0.104755355045199,0.103877015411854,0.105682671070099
185,HEX0000185,Oceano,Marina,Baja California,4,0.418433599174023,0.104608399793506,0.104086667299271,0.105087138712406
186,HEX0000186,Oceano,Marina,Baja California,6,0.659771002829075,0.109961833804846,0.106141597032547,0.11162655800581
187,HEX0000187,Oceano,Marina,Baja California,4,0.430328264832497,0.107582066208124,0.104592926800251,0.111842103302479
188,HEX0000188,Oceano,Marina,Baja California,4,0.434570699930191,0.108642674982548,0.10627593100071,0.109832726418972
189,HEX0000189,Oceano,Marina,Baja California,6,0.664357423782349,0.110726237297058,0.108013771474361,0.112350523471832
190,HEX0000190,Oceano,Marina,Baja California,5,0.548410251736641,0.109682050347328,0.107465252280235,0.111205995082855
191,HEX0000191,Oceano,Marina,Baja California,4,0.434763669967651,0.108690917491913,0.105147406458855,0.111069172620773
192,HEX0000192,Oceano,Marina,Baja California,5,0.577022477984428,0.115404495596886,0.114123187959194,0.116234488785267
193,HEX0000193,Oceano,Marina,Baja California,4,0.448282614350319,0.11207065358758,0.110590003430843,0.113615214824677
194,HEX0000194,Oceano,Marina,Baja California,5,0.417216569185257,0.0834433138370514,0.0826734602451324,0.0843623727560043
195,HEX0000195,Oceano,Marina,Baja California,4,0.330553494393826,0.0826383735984564,0.081311397254467,0.0832328721880913
196,HEX0000196,Oceano,Marina,Baja California,5,0.398942701518536,0.0797885403037071,0.0788087919354439,0.0807404369115829
197,HEX0000197,Oceano,Marina,Baja California,5,0.40782031416893,0.081564062833786,0.0809676945209503,0.0822484940290451
198,HEX0000198,Oceano,Marina,Baja California,4,0.325837753713131,0.0814594384282827,0.0800055488944054,0.082172729074955
199,HEX0000199,Oceano,Marina,Baja California,5,0.421383529901505,0.0842767059803009,0.0833341553807259,0.0856718868017197
200,HEX0000200,Oceano,Marina,Baja California,4,0.346766449511051,0.0866916123777628,0.0839809477329254,0.0889832600951195
201,HEX0000201,Oceano,Marina,Baja California,4,0.351322151720524,0.087830537930131,0.086763046681881,0.0889142900705338
202,HEX0000202,Oceano,Marina,Baja California,6,0.542781054973602,0.090463509162267,0.0889663174748421,0.0924929305911064
203,HEX0000203,Oceano,Marina,Baja California,3,0.275378592312336,0.091792864104112,0.0914601311087608,0.0923066437244415
204,HEX0000204,Oceano,Marina,Baja California,4,0.36424046754837,0.0910601168870926,0.0904251411557198,0.0917989686131477
205,HEX0000205,Oceano,Marina,Baja California,6,0.537338271737099,0.0895563786228498,0.088131882250309,0.0909609273076057
206,HEX0000206,Oceano,Marina,Baja California,4,0.384458862245083,0.0961147155612707,0.093614362180233,0.0990326702594757
207,HEX0000207,Oceano,Marina,Baja California,4,0.422240905463696,0.105560226365924,0.10365191847086,0.107966691255569
208,HEX0000208,Oceano,Marina,Baja California,6,0.612212270498276,0.102035378416379,0.0990184545516968,0.105383433401585
209,HEX0000209,Oceano,Marina,Baja California,4,0.423940591514111,0.105985147878528,0.104487039148808,0.107120379805565
210,HEX0000210,Oceano,Marina,Baja California,4,0.432101346552372,0.108025336638093,0.106533236801624,0.109127201139927
211,HEX0000211,Oceano,Marina,Baja California,6,0.630793452262878,0.105132242043813,0.103490568697453,0.107669860124588
212,HEX0000212,Oceano,Marina,Baja California,5,0.548518791794777,0.109703758358955,0.108250893652439,0.111110135912895
213,HEX0000213,Oceano,Marina,Baja California,4,0.440398350358009,0.110099587589502,0.108336664736271,0.112541288137436
214,HEX0000214,Oceano,Marina,Baja California,5,0.555036962032318,0.111007392406464,0.109358921647072,0.112860582768917
215,HEX0000215,Oceano,Marina,Baja California,4,0.442948199808598,0.110737049952149,0.109962955117226,0.112204492092133
216,HEX0000216,Oceano,Marina,Baja California,4,0.454824171960354,0.113706042990088,0.111561939120293,0.11608512699604
217,HEX0000217,Oceano,Marina,Baja California,5,0.585145339369774,0.117029067873955,0.114644534885883,0.120196416974068
218,HEX0000218,Oceano,Marina,Baja California,5,0.597938641905785,0.119587728381157,0.114006653428078,0.121984735131264
219,HEX0000219,Oceano,Marina,Baja California,4,0.3318727388978,0.0829681847244501,0.0817139819264412,0.084543339908123
220,HEX0000220,Oceano,Marina,Baja California,5,0.416164219379425,0.083232843875885,0.0823900327086449,0.0841102600097656
221,HEX0000221,Oceano,Marina,Baja California,5,0.407259002327919,0.0814518004655838,0.0787215232849121,0.0827066898345947
222,HEX0000222,Oceano,Marina,Baja California,4,0.329180806875229,0.0822952017188072,0.081541545689106,0.0832611545920372
223,HEX0000223,Oceano,Marina,Baja California,5,0.412300541996956,0.0824601083993912,0.0805682018399239,0.0847131535410881
224,HEX0000224,Oceano,Marina,Baja California,4,0.331747159361839,0.0829367898404598,0.0822663828730583,0.083356186747551
225,HEX0000225,Oceano,Marina,Baja California,5,0.419538706541061,0.0839077413082123,0.0831282809376717,0.0843368247151375
226,HEX0000226,Oceano,Marina,Baja California,5,0.428576909005642,0.0857153818011284,0.0843490958213806,0.087753601372242
227,HEX0000227,Oceano,Marina,Baja California,4,0.350432656705379,0.0876081641763449,0.0873235911130905,0.087912917137146
228,HEX0000228,Oceano,Marina,Baja California,5,0.446427695453167,0.0892855390906334,0.087796688079834,0.0910786911845207
229,HEX0000229,Oceano,Marina,Baja California,5,0.45388488471508,0.090776976943016,0.0895920246839523,0.0923998355865479
230,HEX0000230,Oceano,Marina,Baja California,4,0.357123248279095,0.0892808120697737,0.0880934819579124,0.0904343798756599
231,HEX0000231,Oceano,Marina,Baja California,5,0.452467247843742,0.0904934495687485,0.0898325815796852,0.0916671305894852
232,HEX0000232,Oceano,Marina,Baja California,4,0.403941623866558,0.10098540596664,0.100107364356518,0.101911559700966
233,HEX0000233,Oceano,Marina,Baja California,4,0.40247805416584,0.10061951354146,0.1002097427845,0.10145042091608
234,HEX0000234,Oceano,Marina,Baja California,5,0.515392892062664,0.103078578412533,0.102365605533123,0.103839039802551
235,HEX0000235,Oceano,Marina,Baja California,4,0.426511764526367,0.106627941131592,0.105551794171333,0.107881031930447
236,HEX0000236,Oceano,Marina,Baja California,4,0.440814033150673,0.110203508287668,0.109462179243565,0.110741756856441
237,HEX0000237,Oceano,Marina,Baja California,5,0.530811250209808,0.106162250041962,0.102531746029854,0.111495055258274
