fid,hex_id,tipo,zona,estado,chl_count,chl_sum,chl_mean,chl_min,chl_max
34,HEX0000034,Oceano,Marina,Baja California,4,0.349031180143356,0.0872577950358391,0.0865404158830643,0.0879987627267838
35,HEX0000035,Oceano,Marina,Baja California,5,0.434067755937576,0.0868135511875153,0.0846672430634499,0.0875321105122566
36,HEX0000036,Oceano,Marina,Baja California,5,0.414792388677597,0.0829584777355194,0.0822096765041351,0.0834992974996567
37,HEX0000037,Oceano,Marina,Baja California,4,0.329807087779045,0.0824517719447613,0.0809803456068039,0.0850907638669014
38,HEX0000038,Oceano,Marina,Baja California,5,0.397380955517292,0.0794761911034584,0.0785754397511482,0.080835334956646
39,HEX0000039,Oceano,Marina,Baja California,5,0.395512484014034,0.0791024968028069,0.0780307203531265,0.0795646086335182
40,HEX0000040,Oceano,Marina,Baja California,4,0.324706345796585,0.0811765864491463,0.0806712880730629,0.0819367095828056
41,HEX0000041,Oceano,Marina,Baja California,4,0.332118384540081,0.0830295961350203,0.0820583403110504,0.0837576389312744
42,HEX0000042,Oceano,Marina,Baja California,5,0.412972167134285,0.082594433426857,0.0813291817903519,0.0835276395082474
43,HEX0000043,Oceano,Marina,Baja California,4,0.348139256238937,0.0870348140597343,0.0865727066993713,0.0875311717391014
44,HEX0000044,Oceano,Marina,Baja California,4,0.343726217746735,0.0859315544366837,0.0846624746918678,0.0876020416617393
45,HEX0000045,Oceano,Marina,Baja California,5,0.441994316875935,0.0883988633751869,0.0874996408820152,0.089138500392437
46,HEX0000046,Oceano,Marina,Baja California,5,0.457294978201389,0.0914589956402779,0.0897814482450485,0.0944836288690567
47,HEX0000047,Oceano,Marina,Baja California,4,0.396413870155811,0.0991034675389528,0.0962412655353546,0.101622737944126
48,HEX0000048,Oceano,Marina,Baja California,4,0.35673201829195,0.0891830045729876,0.088726170361042,0.0895765572786331
49,HEX0000049,Oceano,Marina,Baja California,4,0.352290734648705,0.0880726836621761,0.0872317776083946,0.0886271521449089
50,HEX0000050,Oceano,Marina,Baja California,4,0.337942190468311,0.0844855476170778,0.0842538699507713,0.0846995338797569
51,HEX0000051,Oceano,Marina,Baja California,4,0.332888059318066,0.0832220148295164,0.0825613290071487,0.0837008431553841
52,HEX0000052,Oceano,Marina,Baja California,5,0.420931212604046,0.0841862425208092,0.0823854133486748,0.0853943452239037
53,HEX0000053,Oceano,Marina,Baja California,4,0.322687968611717,0.0806719921529293,0.0792965069413185,0.081681877374649
54,HEX0000054,Oceano,Marina,Baja California,4,0.31814880669117,0.0795372016727924,0.0789653360843658,0.0805142521858215
55,HEX0000055,Oceano,Marina,Baja California,5,0.392516568303108,0.0785033136606216,0.0774428993463516,0.0797990560531616
56,HEX0000056,Oceano,Marina,Baja California,5,0.416753448545933,0.0833506897091865,0.08257045596838,0.0841622874140739
57,HEX0000057,Oceano,Marina,Baja California,4,0.331152908504009,0.0827882271260023,0.0819163396954536,0.0844976752996445
58,HEX0000058,Oceano,Marina,Baja California,5,0.426714405417442,0.0853428810834885,0.0839563012123108,0.0864170044660568
59,HEX0000059,Oceano,Marina,Baja California,5,0.44253858923912,0.0885077178478241,0.0875213593244553,0.0893575251102448
60,HEX0000060,Oceano,Marina,Baja California,4,0.353375732898712,0.088343933224678,0.0868067368865013,0.0898634120821953
61,HEX0000061,Oceano,Marina,Baja California,4,0.355632178485394,0.0889080446213484,0.0882375165820122,0.0900169983506203
62,HEX0000062,Oceano,Marina,Baja California,5,0.485977575182915,0.0971955150365829,0.0946993976831436,0.0984840169548988
63,HEX0000063,Oceano,Marina,Baja California,4,0.420328892767429,0.105082223191857,0.104099489748478,0.107262551784515
64,HEX0000064,Oceano,Marina,Baja California,6,0.663052514195442,0.110508752365907,0.108861349523067,0.112084843218327
65,HEX0000065,Oceano,Marina,Baja California,5,0.437230065464973,0.0874460130929947,0.0862796232104301,0.0888641104102135
66,HEX0000066,Oceano,Marina,Baja California,5,0.451869241893291,0.0903738483786583,0.0893575847148895,0.0914110764861107
67,HEX0000067,Oceano,Marina,Baja California,4,0.355768628418446,0.0889421571046114,0.0880437344312668,0.0899272188544273
68,HEX0000068,Oceano,Marina,Baja California,5,0.428561352193356,0.0857122704386711,0.0847508683800697,0.0873717740178108
69,HEX0000069,Oceano,Marina,Baja California,5,0.427919328212738,0.0855838656425476,0.0845395401120186,0.0868321284651756
70,HEX0000070,Oceano,Marina,Baja California,4,0.341951869428158,0.0854879673570395,0.084430530667305,0.0869511440396309
71,HEX0000071,Oceano,Marina,Baja California,4,0.334607921540737,0.0836519803851843,0.0829325839877129,0.0850347727537155
72,HEX0000072,Oceano,Marina,Baja California,6,0.488088451325893,0.0813480752209822,0.0798702761530876,0.0827954709529877
73,HEX0000073,Oceano,Marina,Baja California,4,0.317719839513302,0.0794299598783255,0.0789708271622658,0.0797516256570816
74,HEX0000074,Oceano,Marina,Baja California,4,0.326549626886845,0.0816374067217112,0.0805847942829132,0.0837730839848518
75,HEX0000075,Oceano,Marina,Baja California,6,0.494629316031933,0.0824382193386555,0.081660270690918,0.0837836861610413
76,HEX0000076,Oceano,Marina,Baja California,4,0.326352074742317,0.0815880186855793,0.0797013938426971,0.0834487751126289
77,HEX0000077,Oceano,Marina,Baja California,4,0.347268208861351,0.0868170522153378,0.0846640467643738,0.0885469168424606
78,HEX0000078,Oceano,Marina,Baja California,5,0.442348010838032,0.0884696021676064,0.0866217240691185,0.0896232202649117
79,HEX0000079,Oceano,Marina,Baja California,4,0.360325343906879,0.0900813359767199,0.089147113263607,0.0908991023898125
80,HEX0000080,Oceano,Marina,Baja California,6,0.566336415708065,0.0943894026180108,0.0900805220007896,0.0957102999091148
81,HEX0000081,Oceano,Marina,Baja California,5,0.494984537363052,0.0989969074726105,0.0962720289826393,0.102522477507591
82,HEX0000082,Oceano,Marina,Baja California,4,0.424184419214725,0.106046104803681,0.103982783854008,0.108525730669498
83,HEX0000083,Oceano,Marina,Baja California,4,0.466115884482861,0.116528971120715,0.114695966243744,0.119052462279797
84,HEX0000084,Oceano,Marina,Baja California,4,0.344292528927326,0.0860731322318316,0.085779644548893,0.0864482745528221
85,HEX0000085,Oceano,Marina,Baja California,5,0.445285432040691,0.0890570864081383,0.0885975658893585,0.0893083065748215
86,HEX0000086,Oceano,Marina,Baja California,5,0.447366312146187,0.0894732624292374,0.089139312505722,0.0899585112929344
87,HEX0000087,Oceano,Marina,Baja California,4,0.350443288683891,0.0876108221709728,0.0872458443045616,0.0879442095756531
88,HEX0000088,Oceano,Marina,Baja California,6,0.525169417262077,0.0875282362103462,0.0858185216784477,0.0898420959711075
89,HEX0000089,Oceano,Marina,Baja California,5,0.43164125084877,0.086328250169754,0.0853413343429565,0.0870674476027489
90,HEX0000090,Oceano,Marina,Baja California,4,0.345541231334209,0.0863853078335524,0.0853971391916275,0.0869688466191292
91,HEX0000091,Oceano,Marina,Baja California,5,0.418811768293381,0.0837623536586762,0.0826944708824158,0.0849527567625046
92,HEX0000092,Oceano,Marina,Baja California,5,0.40221393853426,0.080442787706852,0.0788797214627266,0.0820558294653893
93,HEX0000093,Oceano,Marina,Baja California,4,0.319020763039589,0.0797551907598972,0.0795152559876442,0.0801588967442513
94,HEX0000094,Oceano,Marina,Baja California,5,0.409811347723007,0.0819622695446014,0.0800863727927208,0.0837607532739639
95,HEX0000095,Oceano,Marina,Baja California,5,0.408445000648499,0.0816890001296997,0.0798985436558723,0.0835059136152267
96,HEX0000096,Oceano,Marina,Baja California,4,0.342466711997986,0.0856166779994965,0.0842190235853195,0.0871423557400703
97,HEX0000097,Oceano,Marina,Baja California,6,0.527738086879253,0.0879563478132089,0.0869072452187538,0.0889979973435402
98,HEX0000098,Oceano,Marina,Baja California,5,0.455832466483116,0.0911664932966232,0.0894661173224449,0.0923734977841377
99,HEX0000099,Oceano,Marina,Baja California,4,0.370333336293697,0.0925833340734243,0.0913363993167877,0.0944743081927299
100,HEX0000100,Oceano,Marina,Baja California,4,0.384104929864407,0.0960262324661016,0.0955293327569962,0.0968882590532303
101,HEX0000101,Oceano,Marina,Baja California,4,0.405375123023987,0.101343780755997,0.0986522063612938,0.10546138137579
102,HEX0000102,Oceano,Marina,Baja California,5,0.546852469444275,0.109370493888855,0.106465943157673,0.111936412751675
103,HEX0000103,Oceano,Marina,Baja California,4,0.480425775051117,0.120106443762779,0.119272232055664,0.120894432067871
104,HEX0000104,Oceano,Marina,Baja California,5,0.420459233224392,0.0840918466448784,0.0837858021259308,0.0848018750548363
105,HEX0000105,Oceano,Marina,Baja California,4,0.347200259566307,0.0868000648915768,0.0839020311832428,0.0887199267745018
106,HEX0000106,Oceano,Marina,Baja California,4,0.357747733592987,0.0894369333982468,0.0881593003869057,0.0908323228359222
107,HEX0000107,Oceano,Marina,Baja California,4,0.356952220201492,0.0892380550503731,0.0887006893754005,0.0895696431398392
108,HEX0000108,Oceano,Marina,Baja California,4,0.343713723123074,0.0859284307807684,0.0849242433905602,0.0869569256901741
109,HEX0000109,Oceano,Marina,Baja California,4,0.352609723806381,0.0881524309515953,0.0866406559944153,0.0895484983921051
110,HEX0000110,Oceano,Marina,Baja California,4,0.348762191832066,0.0871905479580164,0.0861273258924484,0.0877486988902092
111,HEX0000111,Oceano,Marina,Baja California,4,0.338490352034569,0.0846225880086422,0.0839243829250336,0.0852021872997284
112,HEX0000112,Oceano,Marina,Baja California,5,0.413384206593037,0.0826768413186073,0.0817058905959129,0.0833352357149124
113,HEX0000113,Oceano,Marina,Baja California,4,0.318891815841198,0.0797229539602995,0.078801766037941,0.0814786776900291
114,HEX0000114,Oceano,Marina,Baja California,4,0.318960353732109,0.0797400884330273,0.0784373953938484,0.0806456059217453
115,HEX0000115,Oceano,Marina,Baja California,5,0.409318156540394,0.0818636313080788,0.0815078094601631,0.0823298245668411
116,HEX0000116,Oceano,Marina,Baja California,4,0.328117728233337,0.0820294320583344,0.0805598273873329,0.0828997790813446
117,HEX0000117,Oceano,Marina,Baja California,4,0.353336103260517,0.0883340258151293,0.0877414718270302,0.0889189690351486
118,HEX0000118,Oceano,Marina,Baja California,4,0.353345021605492,0.0883362554013729,0.0865846797823906,0.0896937325596809
119,HEX0000119,Oceano,Marina,Baja California,4,0.374686166644096,0.0936715416610241,0.0933421403169632,0.094270646572113
120,HEX0000120,Oceano,Marina,Baja California,5,0.473501093685627,0.0947002187371254,0.094196081161499,0.0955012813210487
121,HEX0000121,Oceano,Marina,Baja California,4,0.388559609651566,0.0971399024128914,0.0947318896651268,0.0996585637331009
122,HEX0000122,Oceano,Marina,Baja California,5,0.509422414004803,0.101884482800961,0.100550316274166,0.103108569979668
123,HEX0000123,Oceano,Marina,Baja California,6,0.684047035872936,0.114007839312156,0.11223054677248,0.11546940356493
124,HEX0000124,Oceano,Marina,Baja California,4,0.495657280087471,0.123914320021868,0.12203760445118,0.12597331404686
125,HEX0000125,Oceano,Marina,Baja California,4,0.334316916763783,0.0835792291909456,0.0830103829503059,0.0842393860220909
126,HEX0000126,Oceano,Marina,Baja California,4,0.336143754422665,0.0840359386056662,0.0833872258663177,0.0843045860528946
127,HEX0000127,Oceano,Marina,Baja California,6,0.528959907591343,0.0881599845985572,0.086627185344696,0.0893354266881943
128,HEX0000128,Oceano,Marina,Baja California,4,0.356443531811237,0.0891108829528093,0.0888973921537399,0.0893457308411598
129,HEX0000129,Oceano,Marina,Baja California,5,0.444739051163197,0.0889478102326393,0.0879890769720078,0.0903783738613129
130,HEX0000130,Oceano,Marina,Baja California,5,0.448186166584492,0.0896372333168984,0.0883201286196709,0.0915220901370049
131,HEX0000131,Oceano,Marina,Baja California,4,0.353178329765797,0.0882945824414492,0.0876649990677834,0.0888430625200272
132,HEX0000132,Oceano,Marina,Baja California,5,0.431098878383636,0.0862197756767273,0.0849445387721062,0.0867722257971764
133,HEX0000133,Oceano,Marina,Baja California,4,0.331790551543236,0.0829476378858089,0.0816159099340439,0.0845372602343559
134,HEX0000134,Oceano,Marina,Baja California,4,0.326193690299988,0.0815484225749969,0.0808676555752754,0.0823861211538315
135,HEX0000135,Oceano,Marina,Baja California,5,0.395150072872639,0.0790300145745277,0.0782087966799736,0.079511858522892
136,HEX0000136,Oceano,Marina,Baja California,4,0.323407977819443,0.0808519944548607,0.0797922760248184,0.0814531967043877
137,HEX0000137,Oceano,Marina,Baja California,4,0.326799653470516,0.0816999133676291,0.0811606347560883,0.0822124481201172
138,HEX0000138,Oceano,Marina,Baja California,5,0.434094317257404,0.0868188634514809,0.0842758417129517,0.089326299726963
139,HEX0000139,Oceano,Marina,Baja California,5,0.448621578514576,0.0897243157029152,0.0887755826115608,0.0906199663877487
140,HEX0000140,Oceano,Marina,Baja California,4,0.365176610648632,0.091294152662158,0.0895822867751122,0.0930198058485985
141,HEX0000141,Oceano,Marina,Baja California,5,0.470766350626945,0.0941532701253891,0.0927203670144081,0.0956213921308517
142,HEX0000142,Oceano,Marina,Baja California,6,0.57174164056778,0.0952902734279633,0.0935078114271164,0.0970151722431183
143,HEX0000143,Oceano,Marina,Baja California,4,0.39821945130825,0.0995548628270626,0.0979240611195564,0.101978346705437
144,HEX0000144,Oceano,Marina,Baja California,4,0.428676284849644,0.107169071212411,0.104823991656303,0.109293565154076
145,HEX0000145,Oceano,Marina,Baja California,6,0.704665042459965,0.117444173743327,0.115624859929085,0.118942961096764
146,HEX0000146,Oceano,Marina,Baja California,4,0.509614549577236,0.127403637394309,0.124232359230518,0.129838168621063
147,HEX0000147,Oceano,Marina,Baja California,6,0.493394128978252,0.0822323548297087,0.0811101347208023,0.0832304731011391
148,HEX0000148,Oceano,Marina,Baja California,4,0.340094402432442,0.0850236006081104,0.0838906392455101,0.0859179869294167
149,HEX0000149,Oceano,Marina,Baja California,4,0.343959033489227,0.0859897583723068,0.0844167470932007,0.0876953601837158
150,HEX0000150,Oceano,Marina,Baja California,6,0.530420623719692,0.0884034372866154,0.08674356341362,0.0906054377555847
151,HEX0000151,Oceano,Marina,Baja California,4,0.353872954845428,0.0884682387113571,0.0879636779427528,0.0895163714885712
152,HEX0000152,Oceano,Marina,Baja California,4,0.353332385420799,0.0883330963551998,0.0878846123814583,0.0886301547288895
153,HEX0000153,Oceano,Marina,Baja California,6,0.527710951864719,0.0879518253107866,0.0873870179057121,0.0888537392020226
154,HEX0000154,Oceano,Marina,Baja California,4,0.354549072682858,0.0886372681707144,0.0880207344889641,0.0891724824905396
155,HEX0000155,Oceano,Marina,Baja California,5,0.425260357558727,0.0850520715117455,0.0835230872035027,0.0868067592382431
156,HEX0000156,Oceano,Marina,Baja California,6,0.495340205729008,0.0825567009548346,0.0817262753844261,0.0836658105254173
157,HEX0000157,Oceano,Marina,Baja California,4,0.322804436087608,0.0807011090219021,0.0791613981127739,0.0820225328207016
158,HEX0000158,Oceano,Marina,Baja California,5,0.403956197202206,0.0807912394404411,0.078773058950901,0.0824128389358521
159,HEX0000159,Oceano,Marina,Baja California,6,0.496028885245323,0.0826714808742205,0.0810838341712952,0.0843753218650818
160,HEX0000160,Oceano,Marina,Baja California,4,0.338989220559597,0.0847473051398993,0.0834356918931007,0.0860730707645416
161,HEX0000161,Oceano,Marina,Baja California,5,0.447798624634743,0.0895597249269486,0.0886060297489166,0.0908907279372215
162,HEX0000162,Oceano,Marina,Baja California,6,0.532595217227936,0.0887658695379893,0.0877509638667107,0.0897981598973274
163,HEX0000163,Oceano,Marina,Baja California,4,0.375540129840374,0.0938850324600935,0.0927500650286674,0.0950808227062225
164,HEX0000164,Oceano,Marina,Baja California,4,0.372583381831646,0.0931458454579115,0.0914995893836021,0.0943735018372536
165,HEX0000165,Oceano,Marina,Baja California,6,0.565490692853928,0.0942484488089879,0.0926505699753761,0.0975750833749771
166,HEX0000166,Oceano,Marina,Baja California,4,0.407989338040352,0.101997334510088,0.101279713213444,0.102682448923588
167,HEX0000167,Oceano,Marina,Baja California,4,0.4427370429039,0.110684260725975,0.108975648880005,0.112812452018261
168,HEX0000168,Oceano,Marina,Baja California,6,0.733748145401478,0.122291357566913,0.120242588222027,0.123667255043983
169,HEX0000169,Oceano,Marina,Baja California,5,0.643348321318626,0.128669664263725,0.126747280359268,0.129756703972816
170,HEX0000170,Oceano,Marina,Baja California,4,0.323581486940384,0.080895371735096,0.0800259634852409,0.082764208316803
171,HEX0000171,Oceano,Marina,Baja California,5,0.421770006418228,0.0843540012836456,0.0831143483519554,0.0854022800922394
172,HEX0000172,Oceano,Marina,Baja California,4,0.344347432255745,0.0860868580639362,0.0856052935123444,0.0863974913954735
173,HEX0000173,Oceano,Marina,Baja California,4,0.358873352408409,0.0897183381021023,0.0883747562766075,0.0904412716627121
174,HEX0000174,Oceano,Marina,Baja California,6,0.529996253550053,0.0883327089250088,0.087614580988884,0.089002825319767
175,HEX0000175,Oceano,Marina,Baja California,4,0.349118784070015,0.0872796960175037,0.0871628820896149,0.0873909518122673
176,HEX0000176,Oceano,Marina,Baja California,4,0.351195491850376,0.087798872962594,0.0873812586069107,0.0884814858436584
177,HEX0000177,Oceano,Marina,Baja California,6,0.534239038825035,0.0890398398041725,0.0880222544074059,0.090341292321682
178,HEX0000178,Oceano,Marina,Baja California,4,0.356899298727512,0.0892248246818781,0.0872042775154114,0.0906477272510529
179,HEX0000179,Oceano,Marina,Baja California,4,0.335749410092831,0.0839373525232077,0.082708902657032,0.0853676870465279
180,HEX0000180,Oceano,Marina,Baja California,6,0.487882681190968,0.0813137801984946,0.0805722251534462,0.0820726305246353
181,HEX0000181,Oceano,Marina,Baja California,4,0.323214769363403,0.0808036923408508,0.0793292373418808,0.0819088816642761
182,HEX0000182,Oceano,Marina,Baja California,4,0.32734639942646,0.0818365998566151,0.0805791765451431,0.0835311710834503
183,HEX0000183,Oceano,Marina,Baja California,6,0.500725664198399,0.0834542773663998,0.082021102309227,0.0855548977851868
184,HEX0000184,Oceano,Marina,Baja California,4,0.344081051647663,0.0860202629119158,0.0836714953184128,0.0884406343102455
185,HEX0000185,Oceano,Marina,Baja California,4,0.358668372035027,0.0896670930087566,0.0886955112218857,0.0903289020061493
186,HEX0000186,Oceano,Marina,Baja California,6,0.550831474363804,0.0918052457273006,0.090965174138546,0.0925258919596672
187,HEX0000187,Oceano,Marina,Baja California,4,0.371285058557987,0.0928212646394968,0.0920212119817734,0.0936664491891861
188,HEX0000188,Oceano,Marina,Baja California,4,0.365419201552868,0.091354800388217,0.0892626568675041,0.0930809304118156
189,HEX0000189,Oceano,Marina,Baja California,6,0.577986218035221,0.0963310363392035,0.0945485234260559,0.101022027432919
190,HEX0000190,Oceano,Marina,Baja California,5,0.53110009431839,0.106220018863678,0.104542180895805,0.108158074319363
191,HEX0000191,Oceano,Marina,Baja California,4,0.46278540790081,0.115696351975203,0.112228125333786,0.118732161819935
192,HEX0000192,Oceano,Marina,Baja California,5,0.632756359875202,0.12655127197504,0.124076209962368,0.128236562013626
193,HEX0000193,Oceano,Marina,Baja California,4,0.527916252613068,0.131979063153267,0.1304981559515,0.133891418576241
194,HEX0000194,Oceano,Marina,Baja California,5,0.399375274777412,0.0798750549554825,0.0784994512796402,0.0809478685259819
195,HEX0000195,Oceano,Marina,Baja California,4,0.333183392882347,0.0832958482205868,0.0818143934011459,0.0850366428494453
196,HEX0000196,Oceano,Marina,Baja California,5,0.427285917103291,0.0854571834206581,0.0850992202758789,0.0858014449477196
197,HEX0000197,Oceano,Marina,Baja California,5,0.443180531263351,0.0886361062526703,0.0875940322875977,0.0900513157248497
198,HEX0000198,Oceano,Marina,Baja California,4,0.362877905368805,0.0907194763422012,0.0896226093173027,0.0919607728719711
199,HEX0000199,Oceano,Marina,Baja California,5,0.442891277372837,0.0885782554745674,0.0875464677810669,0.090185359120369
200,HEX0000200,Oceano,Marina,Baja California,4,0.352794669568539,0.0881986673921347,0.0869195684790611,0.0897963866591454
201,HEX0000201,Oceano,Marina,Baja California,4,0.355361737310886,0.0888404343277216,0.0881925672292709,0.0902583077549934
202,HEX0000202,Oceano,Marina,Baja California,6,0.528048746287823,0.0880081243813038,0.0870476961135864,0.0885853990912437
203,HEX0000203,Oceano,Marina,Baja California,3,0.265630260109901,0.0885434200366338,0.0866153910756111,0.0898448377847672
204,HEX0000204,Oceano,Marina,Baja California,4,0.339795865118504,0.0849489662796259,0.0826683938503265,0.0869568586349487
205,HEX0000205,Oceano,Marina,Baja California,6,0.485710062086582,0.0809516770144304,0.0789700224995613,0.0819028839468956
206,HEX0000206,Oceano,Marina,Baja California,4,0.337606489658356,0.0844016224145889,0.0833246409893036,0.0853603258728981
207,HEX0000207,Oceano,Marina,Baja California,4,0.332664974033833,0.0831662435084581,0.082228422164917,0.0842386484146118
208,HEX0000208,Oceano,Marina,Baja California,6,0.509634383022785,0.0849390638371309,0.0841676890850067,0.0870233699679375
209,HEX0000209,Oceano,Marina,Baja California,4,0.35216012597084,0.0880400314927101,0.0862725004553795,0.08897515386343
210,HEX0000210,Oceano,Marina,Baja California,4,0.368654325604439,0.0921635814011097,0.0916448086500168,0.0927774235606194
211,HEX0000211,Oceano,Marina,Baja California,6,0.556497938930988,0.092749656488498,0.0924519151449203,0.0932941734790802
212,HEX0000212,Oceano,Marina,Baja California,5,0.455867014825344,0.0911734029650688,0.0900173559784889,0.091895692050457
213,HEX0000213,Oceano,Marina,Baja California,4,0.371332064270973,0.0928330160677433,0.0923851206898689,0.0931585729122162
214,HEX0000214,Oceano,Marina,Baja California,5,0.505651466548443,0.101130293309689,0.0982054173946381,0.103368982672691
215,HEX0000215,Oceano,Marina,Baja California,4,0.439696423709393,0.109924105927348,0.105629451572895,0.113401509821415
216,HEX0000216,Oceano,Marina,Baja California,4,0.493079222738743,0.123269805684686,0.122746340930462,0.12384732067585
217,HEX0000217,Oceano,Marina,Baja California,5,0.65402851998806,0.130805703997612,0.128267556428909,0.133324638009071
218,HEX0000218,Oceano,Marina,Baja California,5,0.675508603453636,0.135101720690727,0.134090721607208,0.137517705559731
219,HEX0000219,Oceano,Marina,Baja California,4,0.321152426302433,0.0802881065756083,0.078676849603653,0.0823142006993294
220,HEX0000220,Oceano,Marina,Baja California,5,0.404737815260887,0.0809475630521774,0.0798468440771103,0.0822591558098793
221,HEX0000221,Oceano,Marina,Baja California,5,0.425998076796532,0.0851996153593063,0.0835950672626495,0.0862195566296577
222,HEX0000222,Oceano,Marina,Baja California,4,0.349559679627419,0.0873899199068546,0.0862817391753197,0.0885436832904816
223,HEX0000223,Oceano,Marina,Baja California,5,0.450276747345924,0.0900553494691849,0.0890418589115143,0.0913820564746857
224,HEX0000224,Oceano,Marina,Baja California,4,0.360802099108696,0.090200524777174,0.0891031324863434,0.0909753367304802
225,HEX0000225,Oceano,Marina,Baja California,5,0.442174546420574,0.0884349092841148,0.0877325311303139,0.0897505730390549
226,HEX0000226,Oceano,Marina,Baja California,5,0.442140832543373,0.0884281665086746,0.0873559638857841,0.089751198887825
227,HEX0000227,Oceano,Marina,Baja California,4,0.360827200114727,0.0902068000286818,0.0888307765126228,0.0910588279366493
228,HEX0000228,Oceano,Marina,Baja California,5,0.461758151650429,0.0923516303300858,0.0913015827536583,0.0933902785181999
229,HEX0000229,Oceano,Marina,Baja California,5,0.433239810168743,0.0866479620337486,0.0851568654179573,0.0874689295887947
230,HEX0000230,Oceano,Marina,Baja California,4,0.330537103116512,0.0826342757791281,0.0812086462974548,0.0840062648057938
231,HEX0000231,Oceano,Marina,Baja California,5,0.414476200938225,0.082895240187645,0.0817262604832649,0.0836368054151535
232,HEX0000232,Oceano,Marina,Baja California,4,0.337723672389984,0.084430918097496,0.0828398317098618,0.0852959528565407
233,HEX0000233,Oceano,Marina,Baja California,4,0.336408019065857,0.0841020047664642,0.0837239772081375,0.0848186984658241
234,HEX0000234,Oceano,Marina,Baja California,5,0.429584830999374,0.0859169661998749,0.0835657045245171,0.0877625271677971
